frame_start,frame_stop,gesture,video,score,user
53,133,G8,Suturing_F004,24,F
134,216,G2,Suturing_F004,24,F
217,415,G3,Suturing_F004,24,F
416,491,G6,Suturing_F004,24,F
492,588,G4,Suturing_F004,24,F
589,667,G2,Suturing_F004,24,F
668,855,G3,Suturing_F004,24,F
856,927,G6,Suturing_F004,24,F
928,1175,G4,Suturing_F004,24,F
1176,1257,G2,Suturing_F004,24,F
1258,1587,G3,Suturing_F004,24,F
1588,1672,G6,Suturing_F004,24,F
1673,1761,G4,Suturing_F004,24,F
1762,1872,G2,Suturing_F004,24,F
1873,2060,G3,Suturing_F004,24,F
2061,2144,G6,Suturing_F004,24,F
2145,2372,G11,Suturing_F004,24,F
10,66,G1,Suturing_F005,29,F
67,132,G5,Suturing_F005,29,F
133,202,G8,Suturing_F005,29,F
203,248,G2,Suturing_F005,29,F
249,435,G3,Suturing_F005,29,F
436,518,G6,Suturing_F005,29,F
519,600,G4,Suturing_F005,29,F
601,658,G2,Suturing_F005,29,F
659,812,G3,Suturing_F005,29,F
813,864,G6,Suturing_F005,29,F
865,961,G4,Suturing_F005,29,F
962,1049,G2,Suturing_F005,29,F
1050,1220,G3,Suturing_F005,29,F
1221,1288,G6,Suturing_F005,29,F
1289,1375,G4,Suturing_F005,29,F
1376,1469,G2,Suturing_F005,29,F
1470,1674,G3,Suturing_F005,29,F
1675,1733,G6,Suturing_F005,29,F
1734,2038,G11,Suturing_F005,29,F
0,148,G5,Suturing_G001,13,G
149,365,G8,Suturing_G001,13,G
366,497,G2,Suturing_G001,13,G
498,771,G3,Suturing_G001,13,G
772,937,G6,Suturing_G001,13,G
938,1130,G4,Suturing_G001,13,G
1131,1224,G5,Suturing_G001,13,G
1225,1352,G6,Suturing_G001,13,G
1353,1476,G2,Suturing_G001,13,G
1477,2417,G3,Suturing_G001,13,G
2418,2619,G8,Suturing_G001,13,G
2620,2669,G2,Suturing_G001,13,G
2670,2853,G3,Suturing_G001,13,G
2854,2989,G8,Suturing_G001,13,G
2990,3110,G3,Suturing_G001,13,G
3111,3508,G8,Suturing_G001,13,G
3509,3563,G2,Suturing_G001,13,G
3564,3645,G3,Suturing_G001,13,G
3646,4095,G8,Suturing_G001,13,G
4096,4275,G3,Suturing_G001,13,G
4276,4424,G6,Suturing_G001,13,G
4425,4555,G4,Suturing_G001,13,G
4556,4715,G9,Suturing_G001,13,G
4716,4834,G2,Suturing_G001,13,G
4835,5002,G3,Suturing_G001,13,G
5003,5631,G8,Suturing_G001,13,G
5632,5845,G3,Suturing_G001,13,G
5846,6252,G6,Suturing_G001,13,G
6253,6405,G4,Suturing_G001,13,G
6406,6519,G2,Suturing_G001,13,G
6520,7626,G3,Suturing_G001,13,G
7627,7654,G6,Suturing_G001,13,G
7655,8180,G8,Suturing_G001,13,G
8181,8279,G2,Suturing_G001,13,G
8280,8674,G3,Suturing_G001,13,G
8675,8832,G6,Suturing_G001,13,G
8833,9011,G11,Suturing_G001,13,G
0,93,G5,Suturing_G002,18,G
94,187,G8,Suturing_G002,18,G
188,238,G2,Suturing_G002,18,G
239,478,G3,Suturing_G002,18,G
479,696,G6,Suturing_G002,18,G
697,815,G4,Suturing_G002,18,G
816,904,G2,Suturing_G002,18,G
905,1286,G3,Suturing_G002,18,G
1287,1463,G6,Suturing_G002,18,G
1464,1581,G4,Suturing_G002,18,G
1582,1626,G2,Suturing_G002,18,G
1627,1888,G3,Suturing_G002,18,G
1889,2028,G6,Suturing_G002,18,G
2029,2184,G4,Suturing_G002,18,G
2185,2231,G2,Suturing_G002,18,G
2232,2461,G3,Suturing_G002,18,G
2462,2669,G8,Suturing_G002,18,G
2670,3009,G3,Suturing_G002,18,G
3010,3158,G6,Suturing_G002,18,G
3159,3378,G11,Suturing_G002,18,G
0,405,G8,Suturing_G003,13,G
406,482,G2,Suturing_G003,13,G
483,688,G3,Suturing_G003,13,G
689,936,G6,Suturing_G003,13,G
937,1071,G4,Suturing_G003,13,G
1072,1108,G2,Suturing_G003,13,G
1109,1228,G3,Suturing_G003,13,G
1229,1507,G6,Suturing_G003,13,G
1508,1639,G4,Suturing_G003,13,G
1640,1724,G2,Suturing_G003,13,G
1725,1991,G3,Suturing_G003,13,G
1992,2173,G8,Suturing_G003,13,G
2174,2228,G2,Suturing_G003,13,G
2229,2704,G3,Suturing_G003,13,G
2705,2829,G6,Suturing_G003,13,G
2830,3052,G4,Suturing_G003,13,G
3053,3789,G10,Suturing_G003,13,G
3790,3836,G2,Suturing_G003,13,G
3837,4420,G8,Suturing_G003,13,G
4421,4533,G2,Suturing_G003,13,G
4534,4819,G3,Suturing_G003,13,G
4820,4973,G6,Suturing_G003,13,G
4974,5159,G11,Suturing_G003,13,G
0,20,G5,Suturing_G004,21,G
21,415,G8,Suturing_G004,21,G
416,476,G2,Suturing_G004,21,G
477,664,G3,Suturing_G004,21,G
665,828,G6,Suturing_G004,21,G
829,966,G4,Suturing_G004,21,G
967,1020,G2,Suturing_G004,21,G
1021,1175,G3,Suturing_G004,21,G
1176,1322,G6,Suturing_G004,21,G
1323,1406,G4,Suturing_G004,21,G
1407,1487,G2,Suturing_G004,21,G
1488,1751,G3,Suturing_G004,21,G
1752,1854,G6,Suturing_G004,21,G
1855,2006,G4,Suturing_G004,21,G
2007,2090,G2,Suturing_G004,21,G
2091,2282,G3,Suturing_G004,21,G
2283,2451,G6,Suturing_G004,21,G
2452,2619,G11,Suturing_G004,21,G
0,98,G5,Suturing_G005,23,G
99,201,G8,Suturing_G005,23,G
202,247,G2,Suturing_G005,23,G
248,444,G3,Suturing_G005,23,G
445,609,G6,Suturing_G005,23,G
610,725,G4,Suturing_G005,23,G
726,804,G2,Suturing_G005,23,G
805,932,G3,Suturing_G005,23,G
933,1060,G6,Suturing_G005,23,G
1061,1179,G4,Suturing_G005,23,G
1180,1234,G2,Suturing_G005,23,G
1235,1561,G3,Suturing_G005,23,G
1562,1748,G6,Suturing_G005,23,G
1749,1872,G4,Suturing_G005,23,G
1873,1924,G2,Suturing_G005,23,G
1925,2147,G3,Suturing_G005,23,G
2148,2273,G6,Suturing_G005,23,G
2274,2453,G11,Suturing_G005,23,G
0,29,G1,Suturing_I001,17,I
30,163,G5,Suturing_I001,17,I
164,357,G8,Suturing_I001,17,I
358,507,G2,Suturing_I001,17,I
508,875,G3,Suturing_I001,17,I
876,1045,G6,Suturing_I001,17,I
1046,1193,G4,Suturing_I001,17,I
1194,1350,G2,Suturing_I001,17,I
1351,1620,G3,Suturing_I001,17,I
1621,1807,G6,Suturing_I001,17,I
1808,2016,G4,Suturing_I001,17,I
2017,2128,G2,Suturing_I001,17,I
2129,2506,G3,Suturing_I001,17,I
2507,2641,G6,Suturing_I001,17,I
2642,2904,G4,Suturing_I001,17,I
2905,3369,G10,Suturing_I001,17,I
3370,3507,G2,Suturing_I001,17,I
3508,3812,G3,Suturing_I001,17,I
3813,4025,G6,Suturing_I001,17,I
4026,4309,G11,Suturing_I001,17,I
0,55,G1,Suturing_I002,23,I
56,144,G5,Suturing_I002,23,I
145,499,G8,Suturing_I002,23,I
500,638,G2,Suturing_I002,23,I
639,1104,G3,Suturing_I002,23,I
1105,1369,G6,Suturing_I002,23,I
1370,1599,G4,Suturing_I002,23,I
1600,1941,G2,Suturing_I002,23,I
1942,2312,G3,Suturing_I002,23,I
2313,2629,G6,Suturing_I002,23,I
2630,2751,G4,Suturing_I002,23,I
2752,2970,G2,Suturing_I002,23,I
2971,3306,G3,Suturing_I002,23,I
3307,3450,G6,Suturing_I002,23,I
3451,3622,G4,Suturing_I002,23,I
3623,3813,G2,Suturing_I002,23,I
3814,4208,G3,Suturing_I002,23,I
4209,4323,G6,Suturing_I002,23,I
4324,4411,G11,Suturing_I002,23,I
138,254,G1,Suturing_I003,17,I
255,356,G5,Suturing_I003,17,I
357,653,G8,Suturing_I003,17,I
654,1249,G2,Suturing_I003,17,I
1250,1386,G6,Suturing_I003,17,I
1387,1619,G4,Suturing_I003,17,I
1620,2014,G2,Suturing_I003,17,I
2015,2240,G3,Suturing_I003,17,I
2241,2442,G6,Suturing_I003,17,I
2443,2603,G4,Suturing_I003,17,I
2604,2865,G2,Suturing_I003,17,I
2866,3345,G3,Suturing_I003,17,I
3346,3562,G6,Suturing_I003,17,I
3563,3674,G4,Suturing_I003,17,I
3675,3792,G2,Suturing_I003,17,I
3793,4024,G3,Suturing_I003,17,I
4025,4168,G6,Suturing_I003,17,I
4169,4283,G11,Suturing_I003,17,I
0,60,G1,Suturing_I004,23,I
61,177,G5,Suturing_I004,23,I
178,393,G8,Suturing_I004,23,I
394,540,G2,Suturing_I004,23,I
541,799,G3,Suturing_I004,23,I
800,1056,G6,Suturing_I004,23,I
1057,1125,G4,Suturing_I004,23,I
1126,1162,G6,Suturing_I004,23,I
1163,1311,G4,Suturing_I004,23,I
1312,1519,G2,Suturing_I004,23,I
1520,1864,G3,Suturing_I004,23,I
1865,2026,G6,Suturing_I004,23,I
2027,2233,G4,Suturing_I004,23,I
2234,2491,G2,Suturing_I004,23,I
2492,2892,G3,Suturing_I004,23,I
2893,3049,G6,Suturing_I004,23,I
3050,3218,G4,Suturing_I004,23,I
3219,3337,G2,Suturing_I004,23,I
3338,3551,G3,Suturing_I004,23,I
3552,3620,G6,Suturing_I004,23,I
3621,3729,G11,Suturing_I004,23,I
72,150,G1,Suturing_I005,19,I
151,240,G5,Suturing_I005,19,I
241,517,G8,Suturing_I005,19,I
518,657,G2,Suturing_I005,19,I
658,1197,G3,Suturing_I005,19,I
1198,1363,G6,Suturing_I005,19,I
1364,1485,G4,Suturing_I005,19,I
1486,1694,G2,Suturing_I005,19,I
1695,1978,G3,Suturing_I005,19,I
1979,2187,G6,Suturing_I005,19,I
2188,2311,G4,Suturing_I005,19,I
2312,2522,G2,Suturing_I005,19,I
2523,2834,G3,Suturing_I005,19,I
2835,2976,G6,Suturing_I005,19,I
2977,3076,G4,Suturing_I005,19,I
3077,3233,G2,Suturing_I005,19,I
3234,3563,G3,Suturing_I005,19,I
3564,3657,G6,Suturing_I005,19,I
3658,3772,G11,Suturing_I005,19,I
165,585,G1,Needle_Passing_B001,8,B
586,793,G2,Needle_Passing_B001,8,B
794,820,G3,Needle_Passing_B001,8,B
821,961,G6,Needle_Passing_B001,8,B
962,1112,G4,Needle_Passing_B001,8,B
1113,1447,G2,Needle_Passing_B001,8,B
1448,1491,G3,Needle_Passing_B001,8,B
1492,1630,G6,Needle_Passing_B001,8,B
1631,1774,G4,Needle_Passing_B001,8,B
1775,2183,G2,Needle_Passing_B001,8,B
2184,2339,G3,Needle_Passing_B001,8,B
2340,2497,G6,Needle_Passing_B001,8,B
2498,2654,G4,Needle_Passing_B001,8,B
2655,2874,G2,Needle_Passing_B001,8,B
2875,2921,G3,Needle_Passing_B001,8,B
2922,3055,G6,Needle_Passing_B001,8,B
3056,3329,G11,Needle_Passing_B001,8,B
31,336,G1,Needle_Passing_B002,8,B
337,521,G2,Needle_Passing_B002,8,B
522,624,G3,Needle_Passing_B002,8,B
625,1131,G6,Needle_Passing_B002,8,B
1132,1300,G4,Needle_Passing_B002,8,B
1301,1470,G2,Needle_Passing_B002,8,B
1471,1530,G3,Needle_Passing_B002,8,B
1531,1687,G6,Needle_Passing_B002,8,B
1688,1799,G4,Needle_Passing_B002,8,B
1800,2098,G2,Needle_Passing_B002,8,B
2099,2370,G3,Needle_Passing_B002,8,B
2371,2469,G6,Needle_Passing_B002,8,B
2470,2576,G4,Needle_Passing_B002,8,B
2577,2732,G2,Needle_Passing_B002,8,B
2733,2806,G3,Needle_Passing_B002,8,B
2807,2930,G6,Needle_Passing_B002,8,B
2931,3079,G11,Needle_Passing_B002,8,B
37,172,G1,Needle_Passing_B003,14,B
173,610,G2,Needle_Passing_B003,14,B
611,714,G3,Needle_Passing_B003,14,B
715,839,G6,Needle_Passing_B003,14,B
840,961,G4,Needle_Passing_B003,14,B
962,1455,G2,Needle_Passing_B003,14,B
1456,1582,G3,Needle_Passing_B003,14,B
1583,1771,G6,Needle_Passing_B003,14,B
1772,2013,G4,Needle_Passing_B003,14,B
2014,2214,G2,Needle_Passing_B003,14,B
2215,2444,G6,Needle_Passing_B003,14,B
2445,2561,G4,Needle_Passing_B003,14,B
2562,2749,G2,Needle_Passing_B003,14,B
2750,2844,G3,Needle_Passing_B003,14,B
2845,2964,G6,Needle_Passing_B003,14,B
2965,3237,G11,Needle_Passing_B003,14,B
30,184,G1,Needle_Passing_B004,19,B
185,514,G2,Needle_Passing_B004,19,B
515,685,G3,Needle_Passing_B004,19,B
686,871,G6,Needle_Passing_B004,19,B
872,979,G4,Needle_Passing_B004,19,B
980,1198,G2,Needle_Passing_B004,19,B
1199,1281,G3,Needle_Passing_B004,19,B
1282,1391,G6,Needle_Passing_B004,19,B
1392,1485,G4,Needle_Passing_B004,19,B
1486,1665,G2,Needle_Passing_B004,19,B
1666,1744,G3,Needle_Passing_B004,19,B
1745,1890,G6,Needle_Passing_B004,19,B
1891,2007,G4,Needle_Passing_B004,19,B
2008,2315,G2,Needle_Passing_B004,19,B
2316,2403,G3,Needle_Passing_B004,19,B
2404,2624,G6,Needle_Passing_B004,19,B
2625,2779,G11,Needle_Passing_B004,19,B
26,64,G1,Needle_Passing_C001,11,C
65,155,G5,Needle_Passing_C001,11,C
156,314,G8,Needle_Passing_C001,11,C
315,484,G2,Needle_Passing_C001,11,C
485,552,G3,Needle_Passing_C001,11,C
553,634,G6,Needle_Passing_C001,11,C
635,700,G4,Needle_Passing_C001,11,C
701,1825,G2,Needle_Passing_C001,11,C
1826,1930,G3,Needle_Passing_C001,11,C
1931,2148,G6,Needle_Passing_C001,11,C
2149,2235,G4,Needle_Passing_C001,11,C
2236,2427,G2,Needle_Passing_C001,11,C
2428,2502,G3,Needle_Passing_C001,11,C
2503,2602,G6,Needle_Passing_C001,11,C
2603,2674,G4,Needle_Passing_C001,11,C
2675,3071,G2,Needle_Passing_C001,11,C
3072,3181,G3,Needle_Passing_C001,11,C
3182,3395,G6,Needle_Passing_C001,11,C
3396,3559,G4,Needle_Passing_C001,11,C
3560,3911,G2,Needle_Passing_C001,11,C
3912,4000,G3,Needle_Passing_C001,11,C
4001,4187,G6,Needle_Passing_C001,11,C
4188,4312,G11,Needle_Passing_C001,11,C
49,140,G1,Needle_Passing_C002,9,C
141,246,G5,Needle_Passing_C002,9,C
247,471,G8,Needle_Passing_C002,9,C
472,615,G2,Needle_Passing_C002,9,C
616,761,G3,Needle_Passing_C002,9,C
762,962,G6,Needle_Passing_C002,9,C
963,1028,G4,Needle_Passing_C002,9,C
1029,1385,G2,Needle_Passing_C002,9,C
1386,1428,G3,Needle_Passing_C002,9,C
1429,1496,G6,Needle_Passing_C002,9,C
1497,1632,G4,Needle_Passing_C002,9,C
1633,1879,G2,Needle_Passing_C002,9,C
1880,1942,G3,Needle_Passing_C002,9,C
1943,1999,G6,Needle_Passing_C002,9,C
2000,2065,G4,Needle_Passing_C002,9,C
2066,2634,G2,Needle_Passing_C002,9,C
2635,2739,G8,Needle_Passing_C002,9,C
2740,3357,G2,Needle_Passing_C002,9,C
3358,3444,G3,Needle_Passing_C002,9,C
3445,3496,G6,Needle_Passing_C002,9,C
3497,3612,G11,Needle_Passing_C002,9,C
49,115,G1,Needle_Passing_C003,7,C
116,175,G5,Needle_Passing_C003,7,C
176,366,G8,Needle_Passing_C003,7,C
367,693,G2,Needle_Passing_C003,7,C
694,796,G3,Needle_Passing_C003,7,C
797,823,G6,Needle_Passing_C003,7,C
824,1212,G8,Needle_Passing_C003,7,C
1213,1256,G6,Needle_Passing_C003,7,C
1257,1345,G4,Needle_Passing_C003,7,C
1346,1838,G2,Needle_Passing_C003,7,C
1839,2060,G3,Needle_Passing_C003,7,C
2061,2209,G8,Needle_Passing_C003,7,C
2210,2335,G2,Needle_Passing_C003,7,C
2336,2381,G3,Needle_Passing_C003,7,C
2382,2470,G6,Needle_Passing_C003,7,C
2471,2551,G4,Needle_Passing_C003,7,C
2552,2709,G2,Needle_Passing_C003,7,C
2710,2782,G3,Needle_Passing_C003,7,C
2783,2869,G6,Needle_Passing_C003,7,C
2870,2981,G4,Needle_Passing_C003,7,C
2982,3214,G2,Needle_Passing_C003,7,C
3215,3372,G3,Needle_Passing_C003,7,C
3373,3442,G6,Needle_Passing_C003,7,C
3443,3571,G11,Needle_Passing_C003,7,C
29,177,G1,Needle_Passing_C004,12,C
178,236,G5,Needle_Passing_C004,12,C
237,376,G8,Needle_Passing_C004,12,C
377,640,G2,Needle_Passing_C004,12,C
641,702,G3,Needle_Passing_C004,12,C
703,803,G6,Needle_Passing_C004,12,C
804,871,G4,Needle_Passing_C004,12,C
872,1078,G2,Needle_Passing_C004,12,C
1079,1144,G3,Needle_Passing_C004,12,C
1145,1196,G6,Needle_Passing_C004,12,C
1197,1308,G4,Needle_Passing_C004,12,C
1309,1604,G2,Needle_Passing_C004,12,C
1605,1663,G3,Needle_Passing_C004,12,C
1664,1818,G6,Needle_Passing_C004,12,C
1819,1914,G4,Needle_Passing_C004,12,C
1915,2119,G2,Needle_Passing_C004,12,C
2120,2215,G3,Needle_Passing_C004,12,C
2216,2307,G6,Needle_Passing_C004,12,C
2308,2399,G11,Needle_Passing_C004,12,C
50,211,G1,Needle_Passing_C005,12,C
212,258,G5,Needle_Passing_C005,12,C
259,401,G8,Needle_Passing_C005,12,C
402,625,G2,Needle_Passing_C005,12,C
626,743,G3,Needle_Passing_C005,12,C
744,812,G6,Needle_Passing_C005,12,C
813,1002,G9,Needle_Passing_C005,12,C
1003,1067,G4,Needle_Passing_C005,12,C
1068,1111,G8,Needle_Passing_C005,12,C
1112,1217,G2,Needle_Passing_C005,12,C
1218,1284,G3,Needle_Passing_C005,12,C
1285,1337,G6,Needle_Passing_C005,12,C
1338,1398,G4,Needle_Passing_C005,12,C
1399,1525,G2,Needle_Passing_C005,12,C
1526,1582,G3,Needle_Passing_C005,12,C
1583,1622,G6,Needle_Passing_C005,12,C
1623,1677,G4,Needle_Passing_C005,12,C
1678,2032,G2,Needle_Passing_C005,12,C
2033,2112,G3,Needle_Passing_C005,12,C
2113,2457,G6,Needle_Passing_C005,12,C
2458,2556,G11,Needle_Passing_C005,12,C
45,112,G1,Needle_Passing_D001,9,D
113,426,G5,Needle_Passing_D001,9,D
427,605,G1,Needle_Passing_D001,9,D
606,935,G2,Needle_Passing_D001,9,D
936,977,G3,Needle_Passing_D001,9,D
978,1121,G6,Needle_Passing_D001,9,D
1122,1187,G4,Needle_Passing_D001,9,D
1188,1595,G2,Needle_Passing_D001,9,D
1596,1668,G3,Needle_Passing_D001,9,D
1669,1709,G6,Needle_Passing_D001,9,D
1710,1762,G4,Needle_Passing_D001,9,D
1763,2067,G2,Needle_Passing_D001,9,D
2068,2152,G3,Needle_Passing_D001,9,D
2153,2233,G6,Needle_Passing_D001,9,D
2234,2302,G4,Needle_Passing_D001,9,D
2303,2407,G5,Needle_Passing_D001,9,D
2408,2486,G8,Needle_Passing_D001,9,D
2487,3048,G2,Needle_Passing_D001,9,D
3049,3227,G5,Needle_Passing_D001,9,D
3228,3307,G8,Needle_Passing_D001,9,D
3308,3473,G2,Needle_Passing_D001,9,D
3474,3613,G3,Needle_Passing_D001,9,D
3614,3658,G6,Needle_Passing_D001,9,D
3659,3749,G4,Needle_Passing_D001,9,D
3750,3862,G2,Needle_Passing_D001,9,D
3863,3901,G3,Needle_Passing_D001,9,D
3902,4025,G5,Needle_Passing_D001,9,D
4026,4650,G6,Needle_Passing_D001,9,D
41,169,G1,Needle_Passing_D002,11,D
170,319,G5,Needle_Passing_D002,11,D
320,422,G8,Needle_Passing_D002,11,D
423,659,G2,Needle_Passing_D002,11,D
660,745,G3,Needle_Passing_D002,11,D
746,804,G6,Needle_Passing_D002,11,D
805,889,G4,Needle_Passing_D002,11,D
890,1089,G2,Needle_Passing_D002,11,D
1090,1133,G3,Needle_Passing_D002,11,D
1134,1218,G6,Needle_Passing_D002,11,D
1219,1317,G4,Needle_Passing_D002,11,D
1318,1809,G2,Needle_Passing_D002,11,D
1810,1880,G3,Needle_Passing_D002,11,D
1881,1990,G6,Needle_Passing_D002,11,D
1991,2067,G4,Needle_Passing_D002,11,D
2068,2399,G2,Needle_Passing_D002,11,D
2400,2548,G5,Needle_Passing_D002,11,D
2549,2608,G8,Needle_Passing_D002,11,D
2609,2849,G2,Needle_Passing_D002,11,D
2850,2956,G3,Needle_Passing_D002,11,D
2957,3035,G6,Needle_Passing_D002,11,D
3036,3186,G11,Needle_Passing_D002,11,D
49,115,G1,Needle_Passing_D003,10,D
116,246,G5,Needle_Passing_D003,10,D
247,366,G8,Needle_Passing_D003,10,D
367,797,G2,Needle_Passing_D003,10,D
798,824,G6,Needle_Passing_D003,10,D
825,999,G10,Needle_Passing_D003,10,D
1000,1046,G1,Needle_Passing_D003,10,D
1047,1197,G5,Needle_Passing_D003,10,D
1198,1528,G8,Needle_Passing_D003,10,D
1529,1838,G2,Needle_Passing_D003,10,D
1839,1993,G3,Needle_Passing_D003,10,D
1994,2124,G6,Needle_Passing_D003,10,D
2125,2198,G4,Needle_Passing_D003,10,D
2199,2334,G2,Needle_Passing_D003,10,D
2335,2381,G3,Needle_Passing_D003,10,D
2382,2470,G6,Needle_Passing_D003,10,D
2471,2551,G4,Needle_Passing_D003,10,D
2552,2708,G2,Needle_Passing_D003,10,D
2709,2785,G3,Needle_Passing_D003,10,D
2786,2870,G6,Needle_Passing_D003,10,D
2871,2982,G4,Needle_Passing_D003,10,D
31,164,G1,Needle_Passing_D004,12,D
165,289,G5,Needle_Passing_D004,12,D
290,376,G8,Needle_Passing_D004,12,D
377,638,G2,Needle_Passing_D004,12,D
639,703,G3,Needle_Passing_D004,12,D
704,804,G6,Needle_Passing_D004,12,D
805,871,G4,Needle_Passing_D004,12,D
872,1079,G2,Needle_Passing_D004,12,D
1080,1146,G3,Needle_Passing_D004,12,D
1147,1197,G6,Needle_Passing_D004,12,D
1198,1309,G4,Needle_Passing_D004,12,D
1310,1605,G2,Needle_Passing_D004,12,D
1606,1675,G3,Needle_Passing_D004,12,D
1676,1820,G6,Needle_Passing_D004,12,D
1821,1916,G4,Needle_Passing_D004,12,D
1917,2124,G2,Needle_Passing_D004,12,D
2125,2218,G3,Needle_Passing_D004,12,D
2219,2307,G6,Needle_Passing_D004,12,D
2308,2684,G11,Needle_Passing_D004,12,D
0,83,G1,Needle_Passing_D005,13,D
84,158,G5,Needle_Passing_D005,13,D
159,207,G1,Needle_Passing_D005,13,D
208,382,G5,Needle_Passing_D005,13,D
383,560,G8,Needle_Passing_D005,13,D
561,665,G2,Needle_Passing_D005,13,D
666,722,G3,Needle_Passing_D005,13,D
723,798,G6,Needle_Passing_D005,13,D
799,874,G4,Needle_Passing_D005,13,D
875,1100,G2,Needle_Passing_D005,13,D
1101,1155,G3,Needle_Passing_D005,13,D
1156,1184,G6,Needle_Passing_D005,13,D
1185,1267,G4,Needle_Passing_D005,13,D
1268,1463,G2,Needle_Passing_D005,13,D
1464,1522,G3,Needle_Passing_D005,13,D
1523,1567,G6,Needle_Passing_D005,13,D
1568,1624,G4,Needle_Passing_D005,13,D
1625,1732,G2,Needle_Passing_D005,13,D
1733,1778,G3,Needle_Passing_D005,13,D
1779,1853,G6,Needle_Passing_D005,13,D
1854,1961,G11,Needle_Passing_D005,13,D
0,66,G5,Needle_Passing_F001,22,F
67,146,G8,Needle_Passing_F001,22,F
147,373,G2,Needle_Passing_F001,22,F
374,478,G3,Needle_Passing_F001,22,F
479,577,G4,Needle_Passing_F001,22,F
578,775,G2,Needle_Passing_F001,22,F
776,883,G3,Needle_Passing_F001,22,F
884,961,G6,Needle_Passing_F001,22,F
962,1030,G4,Needle_Passing_F001,22,F
1031,1197,G2,Needle_Passing_F001,22,F
1198,1330,G3,Needle_Passing_F001,22,F
1331,1383,G6,Needle_Passing_F001,22,F
1384,1460,G4,Needle_Passing_F001,22,F
1461,1568,G2,Needle_Passing_F001,22,F
1569,1656,G3,Needle_Passing_F001,22,F
1657,1721,G6,Needle_Passing_F001,22,F
1722,1870,G11,Needle_Passing_F001,22,F
0,17,G1,Needle_Passing_F003,15,F
18,203,G5,Needle_Passing_F003,15,F
204,296,G8,Needle_Passing_F003,15,F
297,800,G2,Needle_Passing_F003,15,F
801,920,G3,Needle_Passing_F003,15,F
921,985,G6,Needle_Passing_F003,15,F
986,1065,G4,Needle_Passing_F003,15,F
1066,1200,G2,Needle_Passing_F003,15,F
1201,1270,G3,Needle_Passing_F003,15,F
1271,1347,G6,Needle_Passing_F003,15,F
1348,1431,G4,Needle_Passing_F003,15,F
1432,1665,G2,Needle_Passing_F003,15,F
1666,1729,G3,Needle_Passing_F003,15,F
1730,1767,G6,Needle_Passing_F003,15,F
1768,1830,G4,Needle_Passing_F003,15,F
1831,2098,G2,Needle_Passing_F003,15,F
2099,2168,G3,Needle_Passing_F003,15,F
2169,2213,G6,Needle_Passing_F003,15,F
2214,2266,G11,Needle_Passing_F003,15,F
0,98,G1,Needle_Passing_F004,24,F
99,298,G5,Needle_Passing_F004,24,F
299,454,G2,Needle_Passing_F004,24,F
455,524,G3,Needle_Passing_F004,24,F
525,580,G6,Needle_Passing_F004,24,F
581,785,G4,Needle_Passing_F004,24,F
786,950,G2,Needle_Passing_F004,24,F
951,1038,G3,Needle_Passing_F004,24,F
1039,1132,G6,Needle_Passing_F004,24,F
1133,1192,G4,Needle_Passing_F004,24,F
1193,1317,G2,Needle_Passing_F004,24,F
1318,1393,G3,Needle_Passing_F004,24,F
1394,1443,G6,Needle_Passing_F004,24,F
1444,1503,G4,Needle_Passing_F004,24,F
1504,1593,G2,Needle_Passing_F004,24,F
1594,1656,G3,Needle_Passing_F004,24,F
1657,1692,G6,Needle_Passing_F004,24,F
1693,1786,G11,Needle_Passing_F004,24,F
81,189,G1,Needle_Passing_I002,12,I
190,508,G5,Needle_Passing_I002,12,I
509,738,G2,Needle_Passing_I002,12,I
739,843,G3,Needle_Passing_I002,12,I
844,993,G6,Needle_Passing_I002,12,I
994,1080,G4,Needle_Passing_I002,12,I
1081,1399,G2,Needle_Passing_I002,12,I
1400,1522,G3,Needle_Passing_I002,12,I
1523,1863,G6,Needle_Passing_I002,12,I
1864,1961,G4,Needle_Passing_I002,12,I
1962,2330,G2,Needle_Passing_I002,12,I
2331,2413,G3,Needle_Passing_I002,12,I
2414,2639,G6,Needle_Passing_I002,12,I
2640,2738,G4,Needle_Passing_I002,12,I
2739,3123,G2,Needle_Passing_I002,12,I
3124,3189,G3,Needle_Passing_I002,12,I
3190,3326,G6,Needle_Passing_I002,12,I
3327,3442,G11,Needle_Passing_I002,12,I
119,239,G1,Needle_Passing_I003,14,I
240,414,G5,Needle_Passing_I003,14,I
415,952,G8,Needle_Passing_I003,14,I
953,1598,G2,Needle_Passing_I003,14,I
1599,1795,G3,Needle_Passing_I003,14,I
1796,2191,G6,Needle_Passing_I003,14,I
2192,2313,G4,Needle_Passing_I003,14,I
2314,2670,G2,Needle_Passing_I003,14,I
2671,2776,G3,Needle_Passing_I003,14,I
2777,3203,G6,Needle_Passing_I003,14,I
3204,3389,G4,Needle_Passing_I003,14,I
3390,3854,G2,Needle_Passing_I003,14,I
3855,3911,G3,Needle_Passing_I003,14,I
3912,4068,G6,Needle_Passing_I003,14,I
4069,4193,G4,Needle_Passing_I003,14,I
4194,4448,G2,Needle_Passing_I003,14,I
4449,4499,G3,Needle_Passing_I003,14,I
4500,4659,G6,Needle_Passing_I003,14,I
4660,4760,G11,Needle_Passing_I003,14,I
11,237,G1,Needle_Passing_I004,18,I
238,436,G5,Needle_Passing_I004,18,I
437,672,G8,Needle_Passing_I004,18,I
673,924,G2,Needle_Passing_I004,18,I
